Blaumachen;Schule oder Arbeit schwänzen;"Die genaue Herkunft ist nicht bekannt, aber es wird vermutet, dass der Ausdruck aus dem Seemannsjargon stammt. Blaue Flecken deuteten auf harte Arbeit hin, wer keine hatte, hatte also ""blau gemacht"".";;;;;;;;;;;;;;;;;;;;;;;;;
Brett vorm Kopf haben;Begriffsstutzig sein;Man stellt sich vor, dass jemand ein Brett vor dem Kopf hat und deshalb nichts sieht oder versteht.;;;;;;;;;;;;;;;;;;;;;;;;;
Butter bei die Fische;Komm zur Sache/zum Wesentlichen;"Der Ausdruck stammt aus der Zeit, als Butter noch in großen Bottichen aufbewahrt wurde. Wenn man Butter kaufen wollte, musste man in den Bottich greifen und schauen, ob noch genug da war. ""Butter bei die Fische"" bedeutete also, dass man direkt an die Quelle ging und sich selbst davon überzeugte.";;;;;;;;;;;;;;;;;;;;;;;;;
Dachschaden haben;Verrückt sein;"Der Ausdruck deutet darauf hin, dass man sich vorstellt, dass eine geistige Erkrankung eine Art ""Schaden"" am Dach des Kopfes verursacht.";;;;;;;;;;;;;;;;;;;;;;;;;
Dahin gehen, wo der Pfeffer wächst;Verschwinden und nicht zurückkommen;Pfeffer war früher eine sehr teure und seltene Gewürz, die aus fernen Ländern importiert wurde. Wer also dorthin ging, wo Pfeffer wuchs, war weit weg und kam vielleicht nie wieder zurück.;;;;;;;;;;;;;;;;;;;;;;;;;
Danke für die Blumen;Eine ironische Antwort auf ein Lob oder eine Kompliment. Man meint damit, dass das Lob nicht ernst gemeint ist oder übertrieben ist.;Die genaue Herkunft ist nicht bekannt, aber es wird vermutet, dass der Ausdruck aus dem Theater stammt, wo Schauspieler nach einer Vorstellung oft Blumen überreicht bekamen.;;;;;;;;;;;;;;;;;;;;;;;;;
Das Gelbe vom Ei;Die ideale Möglichkeit, das Beste;Früher waren Eier oft von unterschiedlicher Qualität. Das Eigelb galt als der wertvollste Teil des Eis.;;;;;;;;;;;;;;;;;;;;;;;;;
Das Heft in der Hand haben;Das Sagen haben;Der Ausdruck stammt aus der Zeit, als man noch mit Feder und Tinte schrieb. Das Heft war dabei das wichtigste Werkzeug, um etwas zu notieren oder zu beschließen.;;;;;;;;;;;;;;;;;;;;;;;;;
Das kommt mir spanisch vor;Etwas ist seltsam, unverständlich;Die Herkunft der Redewendung „Das kommt mir spanisch vor“ lässt sich im Wesentlichen auf folgende historische Begebenheit zurückführen: Im 16. Jahrhundert regierte Karl V. über ein riesiges Reich, das unter anderem Spanien und das Heilige Römische Reich Deutscher Nation umfasste. Er war von Geburt und Erziehung her stark spanisch geprägt. Als er 1519 zum Kaiser des Heiligen Römischen Reiches gewählt wurde, brachte er seinen spanischen Hofstaat, spanische Sitten, Gebräuche und auch die spanische Sprache mit nach Deutschland. Die deutschen Fürsten und das Volk waren diese spanischen Einflüsse nicht gewohnt. Ihnen erschienen die spanischen Sitten, die Sprache und das Verhalten der Spanier fremd, ungewöhnlich und oft unverständlich. Dadurch entstand der Eindruck, dass diese Dinge „spanisch“ seien, im Sinne von seltsam oder merkwürdig. Aus dieser Situation heraus entwickelte sich im Laufe der Zeit die Redewendung „Das kommt mir spanisch vor“. Sie drückt also ursprünglich das Unverständnis und die Fremdheit gegenüber spanischen Gepflogenheiten aus.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Bock zum Gärtner machen;Jemandem wird eine Aufgabe übertragen, für die er eigentlich nicht geeignet ist;Ein Bock würde einen Garten eher zerstören als pflegen.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Fehdehandschuh hinwerfen;Jemanden herausfordern;Früher war es üblich, bei einem Duell einen Handschuh als Zeichen der Herausforderung hinzuwerfen.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Faden verlieren;Jemand vergisst, was er gerade sagen wollte;Früher war es eine höfliche Geste, vor einer höhergestellten Person den Hut zu ziehen.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Hut ziehen;Jemandem Respekt zollen, Anerkennung ausdrücken, oft im Sinne von „sich geschlagen geben“ oder „bewundern“. Kann auch bedeuten, sich von etwas zurückzuziehen oder zu verabschieden.;Das Ziehen des Hutes war früher eine übliche Form der Begrüßung und des Respekts. Man zog den Hut vor höhergestellten Personen oder als Zeichen der Ehrerbietung.;;;;;;;;;;;;;;;;;;;;;;;;;
Den inneren Schweinehund überwinden;Sich selbst überwinden, eine innere Trägheit, Bequemlichkeit oder einen Widerwillen überwinden, um etwas zu tun, das man eigentlich nicht tun möchte, aber für richtig hält.;Der „innere Schweinehund“ personifiziert die negativen Eigenschaften im Menschen, die ihn davon abhalten, seine Ziele zu erreichen oder moralisch zu handeln. Die Redewendung ist relativ modern und kam im 20. Jahrhundert auf.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Kürzeren ziehen;Im Nachteil sein, verlieren, schlechter abschneiden als andere.;Vermutlich vom Losziehen mit unterschiedlich langen Strohhalmen oder ähnlichen Gegenständen. Wer den kürzeren Halm zog, hatte Pech.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Löffel abgeben;Sterben;Im Mittelalter und der frühen Neuzeit aßen viele Menschen aus einem gemeinsamen Topf mit einem Löffel. Wenn jemand starb, gab er seinen Löffel ab und nahm somit nicht mehr an der gemeinsamen Mahlzeit teil.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Schlussstrich ziehen;Mit etwas abschließen, etwas beenden;Stammt aus dem Rechnungswesen. Früher wurde am Ende einer Abrechnung ein dicker Strich gezogen, um den Abschluss zu kennzeichnen.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Spieß umdrehen;Eine nachteilige gegen eine vorteilhaftere Stellung oder Position tauschen;Vermutlich vom Braten am Spieß. Wenn der Spieß umgedreht wurde, änderte sich die Position des Bratguts und somit auch die Art der Hitzeeinwirkung. Im übertragenen Sinne änderte sich die Situation.;;;;;;;;;;;;;;;;;;;;;;;;;
Den Teufel an die Wand malen;Das Schlimmste befürchten, pessimistisch sein;Der Teufel galt traditionell als Inbegriff des Bösen. Ihn an die Wand zu malen bedeutete, das Böse förmlich herbeizurufen.;;;;;;;;;;;;;;;;;;;;;;;;;
Der Drops ist gelutscht;Etwas ist entschieden;Bezieht sich auf ein Bonbon (Drops), das nach dem Lutschen verbraucht ist und nichts mehr übrig bleibt.;;;;;;;;;;;;;;;;;;;;;;;;;
Die Hand ins Feuer legen;Für jemanden bürgen/einstehen;Im Mittelalter gab es Gottesurteile, bei denen man die Hand ins Feuer legen musste, um seine Unschuld zu beweisen. Wer unschuldig war, sollte dabei nicht verbrennen.;;;;;;;;;;;;;;;;;;;;;;;;;
Die Katze im Sack kaufen;Etwas erwerben, ohne es vorher gesehn/geprüft zu haben;Betrüger sollen früher auf Märkten anstelle einer jungen Katze eine alte oder gar eine tote Katze in einem Sack verkauft haben. Der Käufer bemerkte den Betrug erst zu Hause.;;;;;;;;;;;;;;;;;;;;;;;;;
Die Kurve kratzen;Verschwinden, sich davonmachen;Stammt vermutlich aus dem Pferdesport oder vom Fahren mit Kutschen. Wenn ein Gespann in hoher Geschwindigkeit eine scharfe Kurve nahm, „kratzten“ die Hufe der Pferde oder die Räder der Kutsche auf dem Untergrund.;;;;;;;;;;;;;;;;;;;;;;;;;
Die Würfel sind gefallen;Es ist entschieden;Lateinisch „Alea iacta est“. Dieser Ausspruch wird Julius Caesar zugeschrieben, als er mit seinen Truppen den Rubikon überschritt und damit den Bürgerkrieg auslöste. Der Rubikon galt als Grenze, deren Überschreitung einem Krieg gleichkam.;;;;;;;;;;;;;;;;;;;;;;;;;
Drahtseilakt vollführen;Ein gefährliches Vorhaben umsetzen;Bezieht sich auf die Kunststücke von Seiltänzern im Zirkus, die auf einem dünnen Drahtseil balancieren und dabei höchste Konzentration benötigen.;;;;;;;;;;;;;;;;;;;;;;;;;
Dreck am Stecken haben;Sich etwas zuschulden kommen lassen haben;Vermutlich aus dem Mittelalter. Verbrecher wurden oft mit einem Stock (Stecken) durch die Stadt geführt, an dem zur Schande auch Schmutz (Dreck) befestigt war.;;;;;;;;;;;;;;;;;;;;;;;;;
Drei Kreuze machen;Froh sein, etwas unbeschadet überstanden zu haben;Bezieht sich auf das Bekreuzigen im christlichen Glauben, das als Schutzzeichen oder Ausdruck der Frömmigkeit dient. Drei Kreuze können eine Verstärkung dieses Ausdrucks darstellen.;;;;;;;;;;;;;;;;;;;;;;;;;
Durch den Kakao ziehen;Sich über jemanden lustig zu machen, ihn zu verspotten oder zu verhöhnen.;Euphemismus für „durch den Dreck ziehen“: Die Redewendung „jemanden durch den Kakao ziehen“ ist wahrscheinlich eine abgeschwächte, „schönere“ Version der Redewendung „jemanden durch den Dreck ziehen“. „Dreck“ steht hier sinnbildlich für Schmutz, Schande und Herabwürdigung. Um sich weniger vulgär auszudrücken, wurde anstelle von „Dreck“ das ähnlich klingende Wort „Kakao“ verwendet. Kakao diente hier also als ein sogenannter Euphemismus.;;;;;;;;;;;;;;;;;;;;;;;;;
Durch den Wind sein;Verwirrt sein;Bezieht sich auf ein Schiff, das im Sturm „durch den Wind“ gerät und dadurch unkontrollierbar wird.;;;;;;;;;;;;;;;;;;;;;;;;;
Durch die Blume sagen;Freundlich Kritik üben;Vermutlich aus der höfischen Sprache des 18. Jahrhunderts, in der man sich oft indirekt und mit Metaphern ausdrückte. Blumen dienten dabei oft als Symbole für bestimmte Botschaften;;;;;;;;;;;;;;;;;;;;;;;;;
Durch die Lappen gehen;Eine Chance verpassen;Vermutlich aus der Jägersprache. „Lappen“ waren Netze oder Fallen, die zum Fangen von Wild verwendet wurden. Wenn ein Tier „durch die Lappen ging“, entkam es der Falle.;;;;;;;;;;;;;;;;;;;;;;;;;
Ei der Daus;Ausdruck der Überraschung;"Die euphemistische Umschreibung des Teufels: ""Daus"" ist eine Verballhornung des Wortes ""Teufel"". In vielen Kulturen gab und gibt es den Brauch, den Namen des Teufels nicht direkt auszusprechen, sondern ihn durch andere Wörter zu ersetzen (Euphemismus). So wurden beispielsweise auch Wörter wie ""tausend"" oder ""Donner"" als Ausrufe verwendet, um den Teufel zu umschreiben. ""Ei der Daus!"" wäre demnach eine abgeschwächte Form eines Ausrufs wie ""Ei der Teufel!"". Diese Theorie wird durch ähnliche Ausrufe in anderen Regionen gestützt, wie z.B. ""Dus un Düwel!"" (""Tausend und Teufel"") in Mecklenburg.";;;;;;;;;;;;;;;;;;;;;;;;;
Ein Schlitzohr sein;Listig sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Eselsbrücke bauen;Eine Gedächtnisstütze, Merkhilfe konstruieren.;Esel scheuen oft Brücken. Eine provisorische Brücke hilft ihnen beim Überqueren. Übertragen: eine „Hilfskonstruktion“ für das Gedächtnis.;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Galgenfrist einräumen;Jemandem einen Aufschub gewähren, Zeit bis zu einer Strafe/Konsequenz zugestehen.;Bezieht sich auf die Zeit zwischen Urteil und Hinrichtung am Galgen.;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Hand wäscht die andere;Gegenseitige Hilfe/Unterstützung (auch im negativen Sinne von Korruption/Vetternwirtschaft).;Bereits in der Antike bekannt. Der Gedanke: Die eine Hand macht die andere sauber.;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Lanze brechen;Sich für jemanden/etwas einsetzen, Partei ergreifen, verteidigend aussprechen.;Aus dem mittelalterlichen Ritterwesen. Eine zerbrochene Lanze im Turnier zeigte besonderen Einsatz.;;;;;;;;;;;;;;;;;;;;;;;;;
Ein Auge auf etwas werfen;Etwas beobachten, im Auge behalten, sich dafür interessieren, etwas begehren.;Die genaue Herkunft ist unklar. Bezieht sich wahrscheinlich auf visuelle Aufmerksamkeit.;;;;;;;;;;;;;;;;;;;;;;;;;
Einen Bären aufbinden;Jemanden eine Lügengeschichte erzählen, täuschen, hereinlegen.;"Herkunft unsicher. Theorien: Gaukler mit Bären, die unglaubliche Geschichten erzählten; Jagd, bei der erlegten Bären die Beine zusammengebunden wurden (was als „aufbinden“ bezeichnet wurde).";;;;;;;;;;;;;;;;;;;;;;;;;
Einen Besen fressen;Sich demütigen, eine Demütigung hinnehmen, klein beigeben.;Herkunft unklar. Möglicherweise vom Brauch, dass der Verlierer symbolisch den Besen des Siegers fressen musste.;;;;;;;;;;;;;;;;;;;;;;;;;
Einen Haken haben;Eine Sache hat einen Nachteil, Fehler, Schwierigkeit, versteckten Mangel.;Wahrscheinlich aus dem Handwerk. Ein Haken kann ein defektes Werkzeug oder ein Materialfehler sein.;;;;;;;;;;;;;;;;;;;;;;;;;
Einen Stein im Brett haben;Bei jemandem gut angesehen sein, Einfluss/Unterstützung bei jemandem haben.;Bezieht sich auf Brettspiele wie Mühle/Dame. Ein platzierter Stein im Brett des Gegners bedeutete strategischen Vorteil.;;;;;;;;;;;;;;;;;;;;;;;;;
Einen Zacken aus der Krone brechen;Jemandes Ansehen/Macht schmälern, Autorität untergraben.;Die Krone ist ein Symbol für Macht/Würde. Ein fehlender Zacken beschädigt diese Symbolik.;;;;;;;;;;;;;;;;;;;;;;;;;
Einen Zahn zulegen;Sich mehr anstrengen, schneller arbeiten, das Tempo erhöhen.;Wahrscheinlich aus Handwerk/Technik. „Zahn“ bezieht sich evtl. auf ein Zahnrad (mehr Zähne = höhere Geschwindigkeit) oder das Aufziehen einer Uhr.;;;;;;;;;;;;;;;;;;;;;;;;;
Elefant im Porzellanladen;Unbeholfen, taktlos verhalten;;;;;;;;;;;;;;;;;;;;;;;;;;
Es ist höchste Eisenbahn;Etwas ist sehr dringlich;;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas an die große Glocke hängen;Etwas öffentlich bekannt machen, verbreiten.;Früher wurden wichtige Nachrichten durch das Läuten der Kirchenglocken (besonders der großen Glocke) verkündet.;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas auf dem Kerbholz haben;Schulden oder Verfehlungen haben.;Früher wurden Schulden auf einem Holzstock (Kerbholz) durch Einkerbungen festgehalten.;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas auf die hohe Kante legen;Geld sparen, zurücklegen.;Bezieht sich auf das Verstecken von Geld an einem sicheren, erhöhten Ort (z.B. auf einem Regalbrett).;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas auf die lange Bank schieben;Etwas verzögern, aufschieben.;Bezieht sich auf das Verschieben von Akten oder Angelegenheiten auf eine „lange Bank“ im Gericht oder in der Verwaltung, um sie später zu bearbeiten (was oft nicht geschah).;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas aus dem Effeff beherrschen;Etwas auswendig, sehr gut können/kennen;;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas aus dem Hut ziehen;Etwas überraschend zum Vorschein bringen, eine unerwartete Lösung bringen;;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas ausbaden;Die Konsequenzen für etwas tragen, die Folgen einer Handlung übernehmen.;Bezieht sich auf das „Ausbaden“ von Strafen im Mittelalter, z.B. das Baden in kaltem Wasser als Buße.;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas im Schilde führen;Etwas heimlich planen, beabsichtigen.;Bezieht sich auf das Wappen auf dem Schild eines Ritters, das seine Identität und Absichten symbolisierte.;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas in den Wind schlagen;Etwas ignorieren, nicht beachten, verwerfen.;Bezieht sich auf das Verwehen von Saatgut durch den Wind, wodurch es verloren geht.;;;;;;;;;;;;;;;;;;;;;;;;;
Etwas springen lassen;Geld ausgeben, spendabel sein.;Bezieht sich auf das plötzliche Öffnen einer Geldkassette oder das Fallenlassen von Münzen.;;;;;;;;;;;;;;;;;;;;;;;;;
Farbe bekennen;Seine Meinung offen äußern, Stellung beziehen.;Bezieht sich auf das Zeigen der Farbe der eigenen Truppen im Kampf oder beim Turnier.;;;;;;;;;;;;;;;;;;;;;;;;;
Faustdick hinter den Ohren haben;Verschlagen sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Fels in der Brandung;Eine stabile, zuverlässige Person in schwierigen Zeiten.;Metapher aus der Seefahrt. Ein Fels in der Brandung bietet Schutz vor den Wellen.;;;;;;;;;;;;;;;;;;;;;;;;;
Fersengeld geben;Fliehen, die Flucht ergreifen.;Bezieht sich auf das Wegrennen, wobei man nur noch die Fersen des Flüchtenden sieht.;;;;;;;;;;;;;;;;;;;;;;;;;
Fix und fertig sein;Völlig erschöpft, am Ende seiner Kräfte sein.;„Fix“ bedeutet hier „fest“ oder „sicher“. „Fertig“ bedeutet „vollendet“ oder „beendet“. Also im übertragenen Sinne „vollständig erledigt“.;;;;;;;;;;;;;;;;;;;;;;;;;
Flausen im Kopf haben;Seltsame Ideen oder Vorstellungen haben.;„Flausen“ bedeutet hier „leichte, unbedeutende Dinge“ oder „Eskapaden“.;;;;;;;;;;;;;;;;;;;;;;;;;
Flinte ins Korn werfen;Aufgeben, resignieren.;Bezieht sich auf die Jagd. Wenn der Jäger die Flinte ins Korn warf, gab er die Jagd auf.;;;;;;;;;;;;;;;;;;;;;;;;;
Friede, Freude, Eierkuchen;Harmonie, Einigkeit, alles ist gut. (Oft ironisch verwendet);Ausdruck der Zufriedenheit und des Wohlstands. Eierkuchen galten früher als Festessen.;;;;;;;;;;;;;;;;;;;;;;;;;
Friss oder stirb;Eine Entscheidung zwischen zwei unangenehmen Optionen, ohne Alternative.;Ursprünglich eine Mahnung an Haustiere.;;;;;;;;;;;;;;;;;;;;;;;;;
Fuchsteufelswild sein;Sehr wütend, außer sich vor Wut sein.;Verstärkung des Wortes „wütend“ durch die Verbindung mit dem listigen Fuchs und dem Teufel.;;;;;;;;;;;;;;;;;;;;;;;;;
Für bare Münze nehmen;Etwas für wahr halten, etwas glauben.;Bezieht sich auf das Annehmen von echtem Geld (barer Münze) im Gegensatz zu Falschgeld.;;;;;;;;;;;;;;;;;;;;;;;;;
Für etwas den Kopf hinhalten;Eine Schuld auf sich nehmen;;;;;;;;;;;;;;;;;;;;;;;;;;
Gegen Windmühlen ankämpfen;Sinnlos kämpfen, gegen übermächtige Gegner kämpfen.;Bezieht sich auf Don Quijotes Kampf gegen Windmühlen, die er für Riesen hielt.;;;;;;;;;;;;;;;;;;;;;;;;;
Graue Eminenz;Einflussreiche Person;;;;;;;;;;;;;;;;;;;;;;;;;;
Grün hinter den Ohren sein;Unerfahren/unreif sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Haare auf den Zähnen haben;Streitbar-aggressiv, rechthaberisch sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Hals über Kopf;Überstürzt, eilig, Hals über Kopf davonlaufen.;Bezieht sich auf das Hinfallen, wobei der Kopf nach unten fällt.;;;;;;;;;;;;;;;;;;;;;;;;;
Hand und Fuß haben;Gut durchdacht, logisch, stichhaltig sein.;Bezieht sich auf ein Lebewesen, das mit Händen und Füßen gut ausgestattet ist und somit funktionsfähig ist.;;;;;;;;;;;;;;;;;;;;;;;;;
Heilig`s Blechle!;Ausdruck des Erstaunens;;;;;;;;;;;;;;;;;;;;;;;;;;
Heiliger Bimbam!;Ausdruck des Erstaunens;;;;;;;;;;;;;;;;;;;;;;;;;;
Hieb- und stichfest;In seiner Gültigkeit nicht zu erschüttern, unwiderlegbar;Bezieht sich auf die Rüstung eines Ritters, die Hieben und Stichen standhalten musste.;;;;;;;;;;;;;;;;;;;;;;;;;
Hinter die Ohren schreiben;Sich etwas merken, etwas nicht vergessen.;Früher schrieb man sich wichtige Dinge auf kleine Tafeln, die man am Ohr befestigte.;;;;;;;;;;;;;;;;;;;;;;;;;
Hinz und Kunz;Jeder, alle möglichen Leute.;„Hinz“ und „Kunz“ waren im Mittelalter gängige Vornamen.;;;;;;;;;;;;;;;;;;;;;;;;;
Hopfen und Malz verloren;Es geht gar nichts mehr;;;;;;;;;;;;;;;;;;;;;;;;;;
Hut in den Ring werfen;Sich für etwas bewerben, kandidieren.;Bezieht sich auf den Brauch, den Hut in den Ring zu werfen, um einen Kampf oder eine Herausforderung anzunehmen.;;;;;;;;;;;;;;;;;;;;;;;;;
Im Halse stecken bleiben;Vor Schrecken erstummen;;;;;;;;;;;;;;;;;;;;;;;;;;
Im Sande verlaufen;Scheitern, nicht zustande kommen.;Bezieht sich auf das Schreiben in den Sand, das leicht verwischt werden kann.;;;;;;;;;;;;;;;;;;;;;;;;;
Im Stich lassen;Jemanden in einer schwierigen Situation im Stich lassen, nicht helfen.;Bezieht sich auf das Stechen mit einer Waffe. Jemanden im Stich zu lassen bedeutet, ihn im Kampf ungeschützt zurückzulassen.;;;;;;;;;;;;;;;;;;;;;;;;;
In den Seilen hängen;Erschöpft sein, am Ende seiner Kräfte sein.;Bezieht sich auf Boxer, die sich im Kampf an den Seilen des Rings festhalten, um nicht umzufallen.;;;;;;;;;;;;;;;;;;;;;;;;;
In die Bresche springen;Beistand/Unterstützung leisten;;;;;;;;;;;;;;;;;;;;;;;;;;
In Harnisch bringen;Wütend machen, erzürnen.;„Harnisch“ ist die Rüstung eines Ritters. Wenn ein Ritter „in Harnisch gebracht“ wurde, war er bereit zum Kampf.;;;;;;;;;;;;;;;;;;;;;;;;;
In Kauf nehmen;Etwas Negatives akzeptieren, um ein positives Ziel zu erreichen.;Bezieht sich auf das Akzeptieren von Kosten oder Nachteilen beim Kauf einer Ware.;;;;;;;;;;;;;;;;;;;;;;;;;
In Schach halten;Jemanden kontrollieren, in Zaum halten.;Bezieht sich auf das Schachspiel, bei dem der König im Schach steht und bedroht ist.;;;;;;;;;;;;;;;;;;;;;;;;;
In trockenen Tüchern;Sicher, erledigt, unter Dach und Fach.;Bezieht sich auf das Trocknen von Wäsche. Wenn etwas „in trockenen Tüchern“ ist, ist es sicher und abgeschlossen.;;;;;;;;;;;;;;;;;;;;;;;;;
Ins Bockshorn jagen;Jemanden in die Irre führen, täuschen.;Die Herkunft ist unklar. Möglicherweise bezieht es sich auf das Locken von Ziegen (Böcken) mit einem Lockhorn in eine Falle.;;;;;;;;;;;;;;;;;;;;;;;;;
Ins Fettnäpfchen treten;Einen Fehler machen, sich ungeschickt verhalten.;Bezieht sich auf das versehentliche Treten in einen Topf mit Fett, was eine unangenehme Situation darstellt.;;;;;;;;;;;;;;;;;;;;;;;;;
Ins Schwarze treffen;Genau das Richtige treffen, den Kern der Sache treffen.;Bezieht sich auf das Schießen auf eine Zielscheibe, bei dem das Zentrum (das Schwarze) das höchste Ziel ist.;;;;;;;;;;;;;;;;;;;;;;;;;
Jedes Wort auf die Goldwaage legen;Sehr genau und sorgfältig sein, jedes Wort abwägen.;Bezieht sich auf das Wiegen von Gold mit einer sehr präzisen Waage, um den genauen Wert zu bestimmen.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemanden auf die Palme bringen;Jemanden wütend machen, zur Weißglut treiben.;Die Herkunft ist unklar. Möglicherweise bezieht es sich auf das Klettern auf Palmen, was gefährlich sein kann und somit mit Aufregung verbunden wird. Eine andere Theorie besagt, dass es sich auf das Auspeitschen von Sklaven auf einer Palme bezieht.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemandem die Leviten lesen;Jemanden streng zurechtweisen, eine Standpauke halten.;„Leviten“ sind Teile des Alten Testaments. Früher wurden diese in der Kirche vorgelesen, oft mit mahnendem Inhalt.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemandem die Stange halten;Jemanden unterstützen, beistehen.;Bezieht sich auf das Halten einer Stange, um jemanden zu stützen oder zu schützen.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemandem etwas abknöpfen;Jemanden um Geld bringen, etwas abnehmen.;Bezieht sich auf das Abknöpfen von Knöpfen von der Kleidung, was im übertragenen Sinne das „Abnehmen“ von Besitztümern bedeutet.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemanden mundtot machen;Jemanden zum Schweigen bringen, ihm das Wort verbieten.;Bezieht sich auf das gewaltsame Verschließen des Mundes, um jemanden am Sprechen zu hindern.;;;;;;;;;;;;;;;;;;;;;;;;;
Jemanden zur Sau machen;Jemanden heftig kritisieren, schlecht behandeln.;Die Herkunft ist unklar. Möglicherweise bezieht es sich auf die schlechte Behandlung von Schweinen.;;;;;;;;;;;;;;;;;;;;;;;;;
Kalte Füße bekommen;Angst bekommen, den Mut verlieren, zurückziehen.;Bezieht sich auf die körperliche Reaktion von Angst, bei der die Durchblutung nachlässt und die Füße kalt werden.;;;;;;;;;;;;;;;;;;;;;;;;;
Katze aus dem Sack lassen;Ein Geheimnis enthüllen, etwas Unerwartetes enthüllen.;Früher wurden junge Katzen auf Märkten in Säcken verkauft. Der Käufer wusste nicht genau, was er kaufte, bis der Sack geöffnet wurde.;;;;;;;;;;;;;;;;;;;;;;;;;
Kein Blatt vor den Mund nehmen;Offen und direkt sprechen, keine Zurückhaltung üben.;Bezieht sich auf das freie Sprechen ohne Verhüllung durch ein Blatt Papier vor dem Mund.;;;;;;;;;;;;;;;;;;;;;;;;;
Kirche im Dorf lassen;Die Dinge im richtigen Verhältnis sehen, nicht übertreiben.;Bezieht sich auf die traditionelle Rolle der Kirche im Dorf als Zentrum des Lebens.;;;;;;;;;;;;;;;;;;;;;;;;;
Kleinere Brötchen backen;Sich bescheidener geben, seine Ansprüche herunterschrauben.;Bezieht sich auf Bäcker, die in wirtschaftlich schlechten Zeiten kleinere Brötchen backen mussten.;;;;;;;;;;;;;;;;;;;;;;;;;
Kleinvieh macht auch Mist;Auch kleine Beträge summieren sich zu einer großen Summe.;Bezieht sich auf den Dung von Kleinvieh, der sich im Laufe der Zeit zu einem großen Haufen anhäuft.;;;;;;;;;;;;;;;;;;;;;;;;;
Kopf in den Sand stecken;Die Realität ignorieren, Probleme nicht sehen wollen.;Bezieht sich auf das Verhalten von Straußen, die ihren Kopf in den Sand stecken sollen, um Gefahren zu entgehen (was jedoch nicht der Wahrheit entspricht).;;;;;;;;;;;;;;;;;;;;;;;;;
Kopf und Kragen kosten;Sehr riskant sein, das Leben gefährden.;„Kragen“ bezieht sich auf den Hals. „Kopf und Kragen“ bedeutet also „Kopf und Hals“, also das ganze Leben.;;;;;;;;;;;;;;;;;;;;;;;;;
Kuh vom Eis holen;Eine schwierige Situation lösen, etwas Unmögliches möglich machen.;Bezieht sich auf das Befreien einer Kuh, die auf dem Eis eingebrochen ist.;;;;;;;;;;;;;;;;;;;;;;;;;
Luftschlösser bauen;Unrealistische Pläne schmieden, sich Illusionen hingeben.;Bezieht sich auf das Bauen von imaginären Schlössern in der Luft.;;;;;;;;;;;;;;;;;;;;;;;;;
Lügen wie gedruckt;Offensichtlich lügen, dreist lügen.;Bezieht sich auf die Verbreitung von Falschinformationen durch den Buchdruck.;;;;;;;;;;;;;;;;;;;;;;;;;
Lunte riechen;Verdacht schöpfen, etwas ahnen.;Bezieht sich auf den Geruch von brennender Lunte, die bei Sprengungen oder Kanonen verwendet wurde.;;;;;;;;;;;;;;;;;;;;;;;;;
Mehrere Eisen im Feuer haben;Mehrere Möglichkeiten oder Optionen haben, mehrere Dinge gleichzeitig verfolgen.;Bezieht sich auf den Schmied, der mehrere Eisen gleichzeitig im Feuer hat, um sie zu bearbeiten.;;;;;;;;;;;;;;;;;;;;;;;;;
Mein lieber Scholli!/Mein lieber Schwan!;Ausruf des Erstaunens oder der Überraschung.;„Scholli“ ist eine Verballhornung von „Schade!“ oder „Scheiße!“. „Schwan“ ist ein alter Ausruf des Erstaunens.;;;;;;;;;;;;;;;;;;;;;;;;;
Mit allen Wassern gewaschen;Sehr erfahren, gerissen, schlau sein.;Bezieht sich auf das Waschen mit verschiedenen Wassersorten, was im übertragenen Sinne für viel Erfahrung steht.;;;;;;;;;;;;;;;;;;;;;;;;;
