Welche Stadt sieht man und stirbt dann? Und warum? Woher kommt diese Redewendung? Wer sprach sie aus?;"Es heißt ""Neapel sehen und sterben"". Der Spruch stammt aus dem italienischen (""vedi Napoli e poi muori"") allerdings ist die Übersetzung nicht so ganz korrekt. Im italienischen ist das Ganze ein Wortspiel mit dem Ortsnamen ""Muori"" einem kleinen Ort bei Neapel, den man erst nach Neapel sehen kann. ""Muori"" ist aber auch die italienische Verbform ""du stirbst"". Allerdings betrachten die Italiener Napoli auch als ""ein auf die Erde gefallenes Stück Himmel"". Während man in Deutschland und Frankreich bis ins 19. Jhd. die Stadt als SItz von Zauberei und Nekromatie ansah"
Welches Mittel wurde im Mai 1886 erstmals gegen Müdigkeit und Kopfschmerz eingesetzt?;John S. Pemperton entwickelte ein Tonikum, das in Soda aufgelöst wurde. Die heutige Coca-Cola
Wenn man im Winter durch den Gotthard-Tunnel fährt und das Fahrzeug eine Außentemperaturanzeige besitzt, stellt man fest, dass im Tunnel eine Temperatur von ca. 15°C herrscht, obwohl außerhalb Minusgrade sind. Weshalb ist`s im Tunnel so warm?;"Das ""Wärmewunder"" gibt es bei vielen Schweizer Tunneln. Der Grund ist, dass das in die Röhre einsickernde Wasser teilweise 20° warm ist. Ein riesiger Vorrat an Geothermalenergie, der an einigen Stellen auch ausgebeutet wird. Am Hauensteintunnel fließen pro Minute rund 2500 Liter Wasser mit einer Temperatur von 16-22 Grad aus dem Tunnel in die Aare. An einigen Tunnel werden Wärmepumpen betrieben, die nahegelegene Siedlungen mit Heizenergie versorgen."
Wer erfand eigentlich die Currywurst?;Wie es genau war, weiß wahrscheinlich keiner mehr. Fest aber steht, dass die Berlinerin Herta Heuwer die Erfindung beanspruchte und sich ihre Sauce bereits 1959 patentieren ließ. 200 Wurstbuden und 70 Millionen verzehrter Currywürste pro Jahr in Berlin sprechen für eine ausgebaute Tradition. 
Wer hat die Tasten auf der Tastatur so angeordnet, wie sie sind, und wieso hat er das getan?;Das heute übliche Tastaturlayout (QWERTZ bzw. QWERTY) datiert auf das Jahr 1868. Es geht die Mär, Christopher Latham Sholes hätte die Tastenanordnung so gewählt, dass man damit so langsam tippen musste, dass die damalige fusselige Mechanik nicht ständig hakte. Es gibt aber durchaus noch andere Tastaturbelegungssysteme, z.B. die Dvorak-Tastatur, bei der alle Vokale links, die wichtigsten Konsonanten rechts liegen. Diese Tastatur hat gegenüber der qwerty-Belegung wohl tatsächlich einige fundamentale Vorteile.
Wie bekommt z.B. Bonduelle die Erbsen aus den Schoten bevor die Erbsen in die Dosen wandern?;Hier die Antwort der Erasco: Wir lösen die Hülsenfrüchte nicht selber aus den Schoten aus, da wir Erbsen und andere Hülsenfrüchte meist in getrockneter Form beziehen. Der gesamte Vorgang ist dem der Getreideernte sehr ähnlich. Wenn die Hülsenfrüchte ausgereift sind, trocknet die Pflanze aus. Mit speziellen Erntemaschinen werden die Schoten von der trockenen Pflanze getrennt. Durch weitere mechanische Vorrichtungen an der Erntemaschine werden die Schoten aufgebrochen und die Erbsen, Bohnen etc. aus den Schoten gelöst. 
Wie brennt eine Kerze in Schwerelosigkeit?;Da es keinen Auftrieb gibt, steigt die erwärmte Luft auch nicht nach oben. Die Kerze verbrennt also mit einer kugelförmigen Flamme!
Wie entsteht Muskelkater? ;Da gibt's zwei Theorien  1. Wenn die Muskeln nicht mit genügend Sauerstoff versorgt werden, entsteht beim Stoffwechsel im Muskeln Milchsäure (Lactat). Die folgende Ansäuerung des Muskels tut den Muskelfasern nicht gut und das spürt man. 2. Beim < sog. Mikrotraumata, die genau wie andere Verletzungen wehtun.
Wie entsteht Schluckauf?;"Einen Schluckauf finden die meisten Menschen amüsant - nur nicht die Betroffenen. Denn meist kommt er zu den ungünstigsten Zeiten: bei einer geschäftlichen Besprechung, im Theater oder beim Essen. Ruckartig zieht sich der Bauch zusammen, und das Hicksen sorgt dafür, dass alle Bescheid wissen.  In den meisten Fällen sind sehr kalte oder heiße Speisen oder Getränke, zu reichliches oder hastiges Essen ebenso wie ein Übermaß an Alkohol Auslöser für Schluckauf. Begünstigt wird die von Ärzten ""Singultus"" genannte, meist zeitlich begrenzte Hickser-Attacke auch durch starke Nervosität oder organische Ursachen wie Magen- oder Bauchfellerkrankungen.  Schuld am Hicks ist das Zwerchfell. Es trennt den Brustkorb mit Lunge und Herz vom unteren Teil des Bauches, in dem Magen, Leber und Darm liegen. Das Zwerchfell ist aber nicht nur eine Trennwand, sondern gleichzeitig eine Muskelschicht. Beim Einatmen zieht sie sich zusammen und verschafft der Lunge, die sich mit Luft füllt, Platz. Gelangt etwas in den Magen, dass das Zwerchfell reizt, reagiert es mit ruckartigen Zuckungen: Die Muskelstränge ziehen sich beim Einatmen ganz plötzlich zusammen; die Luft strömt deutlich schneller ein. Etwa 35 Millisekunden nach der Schluckaufeinatmung schließt sich der Kehldeckel. Dabei entsteht auch das charakteristische Geräusch, das Hicksen. Die an der Ausatmung beteiligten Muskeln sind in dieser Zeit blockiert. Wozu ein Schluckauf gut sein soll, weiß keiner. Einige Wissenschaftler vermuten, dass er ein Überbleibsel der Atemübungen ungeborener Kinder ist. Ständig wiederkehrender oder andauernder Schluckauf kann die Lebensqualität erheblich beeinträchtigen. Laut dem ""Guinness Buch der Rekorde"" hickste ein Amerikaner in Los Angeles zwischen dem 13. Juni 1948 und dem 1. Juli 1956 gut 160 Millionen Mal hintereinander. Ist man organisch gesund, bekommt man den Hickser in kürzester Zeit in den Griff. Eine Reihe von Hausmitteln stehen zur Wahl: Ob Sie auf dem Kopf stehend ein Glas (Eis-)Wasser trinken, Zucker essen, die Luft anhalten, Essig schlucken, sich selbst auf die Augäpfel drücken, an ihrer Zunge ziehen oder versuchen, sich selbst zu erschrecken - das Prinzip ist dasselbe. Die ""Ablenkungsversuche"" reizen einen Teil des vegetativen Nervensystems, den Parasympathikus. Das melden die Nerven dann dem Atemzentrum im Gehirn, das den Hickser ausschaltet. Hoffentlich."
Wie erkältet man sich?;"Am besten gehst du im Winter mit nassen Haaren bei -8¡ Celsius raus, das klappt ziemlich sicher ;-) Tatsächlich hat es etwas mit deiner Immunabwehr und der Menge der in deinem Körper vorhandenen Erreger (zu tun. Normalerweise kann die körpereigene Abwehr locker die Menge der Viren etc. niederhalten, da bleibt das Immunsystem auch fit. Kommen jetzt mehr Erreger, oder neue Typen, packt das Immunsystem seine Arbeit nicht mehr... Schnupfen, Husten etc. sind die Folge. Stress und andere Faktoren (Kälte oder so) können den Körper aber so beanspruchen, dass die Immunabwehr geschwächt wird, dann langt evtl. auch die Normaldosis an Erreger. Gegen Viren helfen übrigens keine Antibiotika. "
Wie funktioniert eigentlich so eine Mikrowelle?;Durch die Mikrowellen wird im Inneren des Gerätes ein elektromagnetisces Feld aufgebaut, das mit ca. 2000 Megahertz schwingt. Diese Mikrowellen durchdringen die meisten Stoffe ohne absorbiert zu werden. Einige Materialien können aber diese Wellen gut absorbieren, und zwar alle Soffe, die polar aufgebaut sind. Sie verhalten sich praktisch wie kleine Magnete und wechseln in dem schwingenden Feld permanent ihre Ausrichtung durch diese heftige Molekülbewegung entsteht die Hitze. Gute Mikrowellenabsorber sind (in absteigender Reihenfolge) Wasser, Fette, Kohlenhydrate und Proteine. 
Wie heißen die Dinger, die man benutzt um die eigene Ware auf dem Supermarkt-Kassenfließband vom nächsten Kunden zu separieren? Man hört immer wieder diese Dinger seien die einzigen Alltagsgegenstände, für die es in der deutschen Sprache keine Bezeichnung gäbe.;"Es gibt eine: Zumindest im ALDI-internen Bestellwesen heißen die Dinger ""Kassentrennstäbe""."
Wie heisst der Fussballverein, der 1870 als der L and Y Railway Football Club gegründet wurde, heute? ;Der Lancashire and Yorkshire Railway Football Club (wurde allerdings 1878 gegründet) heißt heute Manchester United.
Wie hieß der schottische Entdeckungsreisende (1171-1806) der dem Niger bis ins Innere Afrikas folgte mit vollem Namen?;Das war wohl Mungo Park, er stellte damals fest, dass der Niger nach Osten fließt. 
Wie kam die Pizza Margherita zu ihrem Namen?;1889 musste Raffaele Esposito für den König Umberto I und seine Frau Margherita drei Pizzen backen. Eine Pizza hatte die Farben der italienischen Flagge: rot, weiß, grün (Tomate, Mozzarella, Basilikum). Diese Pizza schmeckte der Frau des Königs am besten und wurde nach ihr benannt.
Wie kann ich berechnen an welchem Sonntag im Jahre z.B. 2010 Ostern liegt? Irgendein Zusammenhang aus dem kirchlichen Gefeier muss doch vorhanden sein.;"Ostersonntag ist prinzipiell der Sonntag der dem ersten Vollmond nach der Frühlingsbeginn folgt (festgelegt beim Konzil von Nicäa 325). Alle anderen unregelmäßigen Feiertage eines Jahres können von diesem Tag abgeleitet werden: * Aschermittwoch ist 46 Tage vor Ostern * Pfingsten ist 49 Tage nach Ostern * Christi Himmelfahrt ist 10 Tage vor Pfingsten * Fronleichnam ist 11 Tage nach Pfingsten. Als Grundlage für die Osterberechnung soll ""der Meridian von Jerusalem, als dem Ort von Jesu Tod und Auferstehung"", benutzt werden. (So das Konzil von Nicäa). "
Wie kann man eine Dose Diät-Cola von einer normalen Cola unterscheiden, ohne sie zu öffnet oder das Etikett zu lesen?;Diät-Cola ist leichter
Wie kommt es zu einer Fata Morgana?;"Guckt man bei großer Hitze eine Straße entlang, sieht man es in einiger Entfernung flimmern, die Straße sieht nass aus. Morgana, die Fee aus der Artus-Saga, hat als Fabelwesen ihre Gestalt verändert und trügerische Bilder über Meer und Land ziehen lassen. Heute ist Morgana Namensgeberin für die Spiegelungen, hinter der ""nichts als heiße Luft steckt"", urteilt Gerhard Seifert vom Fachbereich Physik der Universität Halle-Wittenberg und liefert sogleich die wissenschaftliche Erklärung: ""Die Ursache dieses Phänomens ist tatsächlich die Erwärmung der Luftschicht direkt über dem Asphalt infolge der Sonneneinstrahlung."" Die heiße Luft am Boden dehnt sich aus, wird also ""dünner"", während etwas weiter oben die Luft kälter und damit ""dicker"" bleibt. Nun breitet sich Licht zwar im Vakuum geradlinig aus, sobald es aber Materie passiert, wird es von dieser abgelenkt und kann dabei auch ""um die Kurve"" laufen. Dabei spielt es im Prinzip keine Rolle, ob diese Materie fest (Glas), flüssig (Wasser) oder gasförmig (wie etwa Luft) ist. Ist der Asphalt heiß, beschreibt der Lichtstrahl, der im flachen Winkel auf die Straßenoberfläche trifft, auf seinem Weg durch die unterschiedlich ""dicke"" Luft einen Bogen, so dass der Strahl am Schluss wieder leicht schräg nach oben geleitet wird. Bei dieser Art von Reflexion, die zwischen Luftschichten mit unterschiedlichen Temperaturen entsteht, wirkt die untere Schicht wie ein Spiegel. Damit sieht man, je nach Augenhöhe, beispielsweise ein auf dem Kopf stehendes Bild von anderen Autos oder Straßenbäumen. Die Spiegelungen auf heißen Teerstraßen sind Fata Morganas im Miniformat. In der Wüste erreichen die Luftspiegelungen weit größere Dimensionen. Wenn die untere Luftschicht mehrere hundert Meter hoch liegt, können auch ganze Kamelherden oder Oasen an den Himmel gespiegelt werden. In den meisten Fällen aber wird einfach der Himmel gespiegelt - und erscheint wie eine große Wasserfläche. Der schwammige Eindruck der Luftspiegelungen entsteht dabei durch leichte Winde, welche die Spiegelung stören."
Wie können die den genetischen Code entschlüsselt haben, wenn der doch von Mensch zu Mensch unterschiedlich ist (sonst wären ja alle Menschen gleich und alle Katzen grau)?;"Die Ausprägung der genetisch festgelegten Eigenschaften ist bei allen Individuen unterschiedlich, nicht aber die Art der Codierung bzw. die Stellen, an denen die Informationen stehen. Vergleichbar mit einem Autokatalog. es hat ja nicht jedes Auto Servolenkung, auch wenn im Katalog eine Spalte dafür vorgesehen ist. Für das HUGO-Projekt wurde übrigens das Genom von 5 verschiedenen Menschen erforscht (drei Frauen, zwei Männer aus verschiedenen ethnischen Gruppen).  Warum wird bei den Länderspielen von England nicht Land of Hope and Glory gespielt, sondern God save the queen was ja eigentlich die Hymne von Großbritannien ist? Das Vereinigte Königreich von Großbritannien und Nordirland ist eine parlamentarische Demokratie, die in Personalunion die Staaten Großbritannien (England mit Wales (1536) und Schottland (1707) ) und Nordirland (1541) vereinigt.  Walisische Nationalhymne ""Hen Wlad Fy Nhadau"" Schottische ""Flower of Scotland"" "
Wie können Pferd und Esel gemeinsam Kleine kriegen, wenn ihre Chromosomenanzahl nicht übereinander stimmen?;Normalerweise würden die auch keine Jungen kriegen, weil die sich nicht paaren würden. Mulis und Maultiere sind vom Menschen initiierte Kreuzungen. Die Kinder sind aber immer unfruchtbar (wegen der Unterschiede)
Wie konnte Franz I, der ein Franzose war, sich zur deutschen Kaiserwahl stellen?;Großherzog Franz Stephan der 1745 zum deutschen Kaiser gewählt wurde hatte das Glück mit Österreichs Kaiserin Maria Theresia verheiratet zu sein. Preußen hat damals die Wahl anerkannt, gegen österreichische Bestätigung des eroberten schlesischen Besitzes. 
Wie schlafen Haie? Sie müssen doch immer in Bewegung sein, um die Kiemen mit sauerstoffhaltigem Wasser zu durchspülen, oder? ;"Das verhält sich beim Hai etwas anders. Er muss nicht schwimmen um zu atmen, sondern um nicht abzusacken. Haie haben keine Schwimmblase um den Auftrieb zu regulieren, sondern müssen das durch Kraftaufwendung erreichen (etwa wie beim Flugzeug, kein Motor an = kein Auftrieb.). Zum Schlafen legen sich Haie auf den Meeresgrund. ""Normale"" Fische dümpeln irgendwo im Wasser rum, wenn sie schlafen. "
Wie viele Brüste (weiblich) gibt es in Liechtenstein?;Liechtenstein hat 32057 Einwohner (Juli 1999)  Die unter 15 Jahren lassen wir weg (3076 Knaben 2949 Mädels), dann bleiben uns 13339 Frauen und 12693 Männer übrig. Mutationen, Operationen etc mal ignoriert, ergibt das 26678 weibliche Brüste. 
Wieso erscheint der Mond der Erde manchmal so nah, sprich uns riesengroß? Ist er manchmal näher dran oder hat das was mit der Atmosphäre zu tun?;"Zum weitaus größten Teil (über 95%) ist das Phänomen, dass einem der (Voll-) Mond nahe dem Horizont besonders groß erscheint, darauf zurückzuführen, dass er sich dort in der Regel nahe von bekannten Bezugsgrößen befindet, beispielsweise Bäumen oder Häusern. Ist - hoch am Himmel - kein direkter Größenvergleich möglich, erscheint er uns deutlich kleiner. Dann trägt auch die elliptische Umlaufbahn des Mondes dazu bei. Der Abstand des Mondes zur Erde schwankt dadurch um etwa 10% seiner Durchschnittsentfernung, und der Mond kann dann mal 30000 km näher an der Erde sein als ""normal"". Schließlich gibt es noch Lichtbrechungsereignisse, die einen ganz dicht über dem Horizont stehenden Mond ein kleines bisschen vergrößern können - er sieht dadurch auch ein wenig elliptisch aus. Wenn man ihn so sieht, ist er eigentlich schon untergegangen, nur durch Lichtbrechungen haben wir den Eindruck, er steht noch knapp über dem Horizont. Aber das macht weniger als 1% des beobachteten Phänomens aus. Alle diese Phänomene führen auch bei der Sonne dazu, dass sie uns tagsüber am Himmel eher klein, abends und morgens aber deutlich größer erscheint."
Wieso heißt die ZDF-Sendung ausgerechnet „Aktenzeichen XY ungelöst“?;Früher wurden alle ungelösten Fälle unter dem Buchstaben „U“ für ungelöst abgelegt. Es gab aber zu viele gelöste Fälle, die auch unter U abgelegt wurden. Um wieder Übersicht zu schaffen, wurden sie unter dem Buchstaben „XY“ abgelegt.
Wieviel Strom produziert ein Kernkraftwerk am Tag?;"Beispiel ""Biblis“: das AKW Biblis hat eine installierte Leistung von 1200 MW (relativ typischer Wert). Da AKW´s sehr unwirtschaftlich zu regeln sind, laufen Sie im Grundlastbetrieb, d. h. sie arbeiten ständig mit gleicher Leistung. Bei 24 h am Tag erhält man also 24 h * 1200 MW = 28,8 Mio kWh (zum Vergleich: der typische Privathaushalt verbraucht ca. 4000 kWh im Jahr (!), eine moderne Windkraftanlage erzeugt ca. 2 Mio kWh im Jahr). Die Jahreserzeugung eines AKW liegt bei rd. 9 Mrd. kWh, das entspricht einer Nutzungsdauer von ca. 7500 Stunden (nicht 8760, weil die Dinger eben ab und an gewartet/repariert werden). "
"Wir sind auf der Suche nach der Herkunft eines ""Zitates"": ""Ein Schelm, der böses dabei denkt"" ";"Das Zitat stammt von Heinrich dem 8. (sagt die Legende) der König tanzte auf einem Ball mit der Gräfin von Salisbury. Der Dame riss das Strumpfband, Heinrich hob es auf und band es um sein eigenes Bein. Den amüsierten Zuschauern rief er zu ""Honi soit qui mal y pense"" also ""Ein Schelm, der böses dabei denkt"". Außerdem stiftete er aus diesem Anlass den Hosenbandorden (order of the garter) auf dessen Ordensband eben dieses Zitat eingestickt ist. "
Wird bei Gewitter die Milch sauer? ;Nein, es stimmt nicht! Blitz und Donner haben der Milch noch nie geschadet. Früher wurde sie durch Wärme sauer. 
Wird man wirklich schneller betrunken, wenn man Bier mit dem Strohhalm trinkt?;"Es scheint tatsächlich so zu sein, dass der Strohhalm beim Betrinken wertvolle Dienste leistet. Es gibt zwei Argumente für diese Annahme: 1. Durch den Strohhalm wird der Alkohol in kleineren Mengen durch den Mund befördert. Ein größerer Teil des Alkohols kann so schon im Mund von der Mundschleimhaut aufgenommen werden. 2. Im Magen findet ein Vorgang namens ""präsystemische Elimination"" statt. Durch das Enzym Alkoholdehydrogenase wird ein Teil des Alkohols abgebaut, bevor er in Blutkreislauf und Leber gelangt. Kommt der Alkohol aber gar nicht erst in den Magen (s. 1.) wird ein größerer Anteil des Alkohols wirksam. Ein zwingender klinischer Nachweis existiert allerdings meines Wissens nicht. Allerdings zahllose heroische Selbstversuche."
Wirkt Alkohol im Flugzeug länger? ;Ja, es stimmt! Im Flugzeug ist die Luft dünner und enthält weniger Sauerstoff. Das behindert die Stoffwechselvorgänge im Gehirn. Für den Abbau von Alkohol benötigt das Gehirn aber Sauerstoff. Da dieser im Flugzeug in geringeren Mengen vorhanden ist, kann der Alkohol nicht so schnell abgebaut werden und wirkt länger.  
Wo findet man die Pulpa Höhle?;Im Zahn
Wo steht das höchste Haus der Erde und wie heißt es? Wie hoch ist es?;"Es sind die Petronas Towers in Kuala Lumpur (452m) (stand August 2001) Die beiden 452 Meter hohen Zwillings-Bürotürme in Kuala Lumpur wurden allerdings erst nach einem Streit offiziell zum höchsten Gebäude der Welt erklärt. Das für solche Streitfragen zuständige ""Council of Tall Buildings and Urban Habitat"" in Chicago entschied 1996 für die Zwillingstürme. Streitpunkt war die Fernsehantenne auf dem Sears Tower, die nicht als architektonisches Bauteil des Gebäudes anerkannt wurde. Außerdem wurden 4 Kategorien für das Messen der Höhe eines Gebäudes definiert, wobei die erste Kategorie als Hauptmaß festgelegt wurde:  1. Höhe zur strukturellen/architektonischen Oberseite. 2. Höhe zum höchsten bewohnbaren Stockwerk. 3. Höhe zur Oberseite des Dachs. 4. Höhe zur Oberseite der Antenne. Damit waren die Streitigkeiten jedoch nicht beendet. Der CN Tower in Toronto ist nämlich höher als alle anderen Gebäude. Ist er aber ein Gebäude? Der Council entschied, dass er das Höchste freistehende Bauwerk der Welt ist, da er keine Rahmenstruktur mit Wänden und Stockwerken aufweist (So definierten Architekten ein Gebäude).  Der höchste Funkmast (an Stahlseilen gehalten) der Welt steht übrigens in North Dakota (USA) und ragt 629 Meter in die Höhe. Der Turm zu Babel war übrigens 91m hoch."
Wodka ist nichts anderes als gereinigter Sprit;"Richtig. Während die Schnapsbrenner bei allen anderen Spirituosensorten sorgsam darauf achten, dass beim Brennprozess ganz bestimmte Geschmacksstoffe erhalten bleiben, weil sie die Eigenart des Getränkes bestimmen, suchen die Wodkahersteller nach immer neuen Wegen, ihr Produkt so zu destillieren und zu filtern, dass keinerlei Bukettstoffe übrigbleiben. Gerade dadurch sind die charakteristischen Merkmale des Wodkas, nämlich Reinheit und Weichheit des Geschmacks, zu erreichen. Das hochprozentige Destillationsprodukt wird erst nachträglich durch das Hinzufügen von möglichst neutralem Wasser auf Trinkstärke herabgesetzt. Die Bezeichnung ""Wodka"" bedeutet übrigens nichts anderes als ""Wässerchen""."
Woher erkannt man, aus welchem Land ein Euroschein kommt?;L=Finnland, M=Portugal, N=Österreich, P=Niederlande, R=Luxemburg, S=Italien, T=Irland, U=Frankreich, V=Spanien, X=Deutschland, Y=Griechenland, Z=Belgien
Woher kommt das Wort Sabotage?;Holzschuhe nennt man Sabo. Französische Landarbeiter warfen zu Beginn der Industriellen Revolution ihre Sabo’s in die Ernte- /Verarbeitungsmaschinen und machten sie dadurch unbrauchbar.
"Woher kommt der Ausdruck ""Sodom und Gomorra"" und was bedeutet er?";"""Sodom und Gomorra"" sind zwei Städte, die in der Bibel erwähnt werden (1. Mose 18). In Sodom und Gomorra lebten die Menschen in großer Sünde, also beschloss Gott die Orte zu vernichten. Abraham befragt ihn darauf ""Willst du denn den Gerechten mit dem Gottlosen umbringen? "" Gott lässt mit sich feilschen und beschließt die Städte zu verschonen, wenn er 10 Gerechte in ihnen findet. Die einzigen Gerechten, die seine Engel aber finden können sind Lot und seine Familie, denen er die Flucht ermöglicht unter der Bedingung, dass sie nicht zurückschauen dürfen. Lots Frau übertritt das Verbot, der Rest ist Geschichte...""Da ließ der HERR Schwefel und Feuer regnen vom Himmel herab auf Sodom und Gomorra und vernichtete die Städte und die ganze Gegend und alle Einwohner der Städte und was auf dem Lande gewachsen war. Und Lots Weib sah hinter sich und ward zur Salzsäule."" Unter ""Zuständen wie in Sodom und Gomorra"" versteht man auch heute noch Zügellosigkeit, Unsauberkeit, Lasterhaftigkeit etc. "
"Woher kommt der Ausspruch ""Störe meine Kreise nicht.“?";Das Zitat (orig.: Noli turbare circulos meos.) stammt von Archimedes, der damit einen römischen Soldaten zurechtwies, der in seinen Garten eingedrungen war und ihn bei mathematischen Betrachtungen über die in den Sand gemalten Kreise störte. 
"Woher kommt der begriff "" broiler"" für ein Grillhähnchen?";"""Broiler"" ist einfach englisch für Brathähnchen ;-) to broil = braten, grillen. Im amerikanischen war ""broiler"" ein Bratofen mit Grillvorrichtung. Und dieses Wort wurde auf das gegrillte Brathähnchen oder Brathühnchen übertragen. Im Oxford English Dictionary ist das Wort ""broiler"" als Bezeichnung für das Brathähnchen erstmalig für 1886 belegt."
Woher kommt der Begriff Quacksalber?;»Kwakken« ist niederländisch und bedeutet »schwatzen«. »Zalf« heißt »Salbe«. - Ein Quacksalber ist also ein Schwätzer der Salben schmiert.
"Woher stammt das Wort ""kunterbunt""?";"Kunterbunt stammt aus dem 15. Jhdt. und kommt eigentlich von ""contrabund"" also Kontrapunkt (lat. contra -gene; punctus - Stechen, Punkt), es bedeutete auch da schon ""vielstimmig""."
Woher stammt der Begriff „Hot Dog“?;Dass der „Hot Dog„ seinen Namen dem Umstand verdankt, dass man für dieses Gericht Hundefleisch verwendete, ist nur ein Gerücht. Der Hot Dog gilt als Erfindung eines Amerikaners namens Harry M. Stevens. Er sorgte zur Zeit der Jahrhundertwende in einem New Yorker Stadion für das leibliche Wohl der Besucher, die in Scharen herbeiströmten, um dem Spiel der berühmten „New York Giants„beizuwohnen. Damals waren heiße Frankfurter Würstchen der große Renner, aber sie ließen sich nur schwer auf den Tribünen servieren und essen. Stevens hatte die geniale Idee, sie in länglich geformte, heiße Brötchen zu verpacken und von Verkäufern anbieten zu lassen, die mit Bauchläden durch die Reihen gingen. Er nannte sie zunächst „Red-Hots„ (=scharfe Rote), weil die heißen Frankfurter mit scharfem Senf serviert wurden. 1903 erschien eine Zeichnung des berühmten Sport-Cartoonisten Tad (T.A. Dorgan), die einen Dackel zwischen zwei Brötchenhälften zeigte – eine Anspielung darauf, dass Dackel sowie Frankfurter lang und rötlich waren und aus Deutschland stammten. So entstand der Name „Hot Dog„der sich innerhalb kürzester Zeit einbürgerte. Leider erwies sich diese Namensgebung als Bumerang, denn nun tauchte das Gerücht auf, dass Hot Dogs tatsächlich aus Hundefleisch zubereitet würden, was prompt zu rückläufigen Umsätzen führte. Schließlich fühlte sich die New Yorker Handelskammer bemüßigt, eine offizielle Erklärung abzugeben und den Namen „Hot Dog„ aus der Produktewerbung zu verbannen. Aber ein origineller Name lässt sich nicht ersatzlos streichen, und so blieb er im allgemeinen Sprachgebrauch erhalten.
Woher stammt der Begriff Spam?;SPAM ist eigentlich ein Markenname für gewürztes Schweinefleisch und Schinken in einer Dose. Der Name stammt von spiced pork and ham. Ein Sketch von Monty Python's Flying Circus macht sich offenbar darüber lustig (gesehen habe ich ihn nie), indem im Restaurant, in dem der Sketch spielt überall nur Spam vorkommt, obschon ihn niemand wirklich will. Irgendjemand hat den Begriff offenbar auf das E-Mail- Problem übertragen, dabei ist es geblieben.
"Woher stammt der Hamburger Gruß ""Hummel-Hummel"" auf den so erfrischend mit ""Mors-Mors"" geantwortet wird.";"Für die Hummel Geschichte gibt es sogar eine historische Figur. Es handelt sich um den Hamburger Wasserträger (Wasserhändler) Wilhelm Benz geb. 1786. Er zog einst in die Wohnung des Hamburger Originals Christian Hummel, er übernahm neben der Wohnung wohl auch den Spitznamen des Vormieters. Benz war durch seine Erscheinung, die er natürlich auch seinem Gewerbe zu verdanken hatte allerlei Spott ausgesetzt.  Vor allem die Straßenjungen provozierten ihm mit seinem ""ererbten"" Spitznamen, sie riefen ihm ""Hummel Hummel"" nach wenn sie ihn sahen. Da er ihnen mit seinen schweren Wassereimern nicht nachlaufen konnte, blieb ihm nur sein Mundwerk, und das benutzte der reizbare Mann dann auch. Das Hamburger Wort für den ""Allerwertesten"" kam dabei wohl ziemlich oft vor, so dass es bald als Antwort auf den Spottruf "
"Woher stammt der Name ""Macintosh“?";"1976 gründeten Steven Job und Steven Wozniak die Computerfirma ""Apple"". Um die Firma nach US-Recht einzutragen, brauchte man einen Namen. In einer Mitarbeiterversammlung ließ sich Steve Jobs Vorschläge zur Namensgestaltung machen. Nach ein paar Stunden wurde es ihm zu dumm. Er legte einen bereits angebissenen Apfel auf den Tisch (Er aß sehr viel Obst, nachdem er sich in Indien mit der Ruhr infiziert hatte. Zeitweise lebte er fast ausschließlich von der Apfelsorte ""Macintosh"" (aha!). Er meinte: ""Wenn ihr keinen besseren Vorschlag habt, dann heißt der Laden Apple"". Es kam nichts Besseres. Später sagte Jobs dann noch, der Name APPLE hätte mehrere Vorteile. Er stehe im Telefonbuch vor der Konkurrenz Atari, er ist kurz und einprägsam, und er hebt sich von allen anderen Computerfirmen ab. "
Woraus bestehen Wunderkerzen? ;"Bariumnitrat, Aluminiumpulver, grobes Eisenpulver, Stärke. Zumindest ist das ein altes ""Hausrezept"". "
Woraus besteht Trockeneis, wie funktioniert es?;Trockeneis besteht aus festem Kohlenstoffdioxid, und verdunstet (sublimiert) bei -78,5° C ohne Rückstand. Man erzeugt es durch plötzliche Entspannung von verflüssigtem Kohlenstoffdioxid, das sich in Schnee verwandelt und gepresst wird.
Worin besteht der Unterschied zwischen einem Baum und einem Strauch?;Nicht die Größe ist entscheidend, sondern die Gestalt - Bäume haben einen zentralen Stamm, von dem die Äste abgehen. Sträucher verzweigen sich dagegen bereits vom Boden an.
